,Person,Hospital
411,郑捷,上海交通大学医学院附属瑞金医院
411,郑捷,上海交通大学附属瑞金医院
411,郑捷,圣路易医院
411,郑捷,上海交通大学第二附属医院
411,郑捷,上海瑞金医院
411,郑捷,中国研究型医院
411,郑捷,南昌大学第一附属医院
411,郑捷,上海交通大学瑞金医院
411,郑捷,附属瑞金医院
411,郑捷,瑞金医院
412,张辉,泰安中心医院
412,张辉,RPG西北中心
413,李宗芳,长海医院
414,史建国,齐鲁儿童医院
415,邢寅雪,邢台市人民医院
416,武晓芳,亳州市人民医院
417,梁建民,吉林大学第一医院
418,卢孝鹏,南京医科大学附属儿童医院
419,孟祥红,深圳大学总医院
420,涂亚庭,瑞金医院
420,涂亚庭,华中科技大学附属协和医院
421,陆林,北京大学第六医院
421,陆林,复旦大学附属华山医院
422,翟锋,首都医科大学三博脑科医院
423,李守巍,首都医科大学三博脑科医院
423,李守巍,北京三博脑科医院
424,邵晓秋,首都医科大学附属北京天坛医院
424,邵晓秋,北京天坛医院
424,邵晓秋,北京丰台医院
424,邵晓秋,京天坛医院
425,张凯,首都医科大学附属北京天坛医院
425,张凯,南京市第一医院
425,张凯,301医院
426,王静,首都医科大学三博脑科医院
426,王静,上海交通大学医学院附属新华医院
427,徐欣,何江弘（陆军总医院
427,徐欣,中国人民解放军总医院
427,徐欣,解放军总医院
428,郭永坤,郑州大学第五附属医院
429,刘不楠,首都医科大学附属北京天坛医院
429,刘不楠,北京天坛医院
430,周兵,首都医科大学附属北京同仁医院
431,徐建国,（四川大学华西医院
431,徐建国,四川大学华西医院
432,张宏伟,首都医科大学三博脑科医院
433,李储忠,首都医科大学附属北京天坛医院
434,杨刚,重庆医科大学附属第一医院
434,杨刚,兰州大学附属第一医院
435,张明山,首都医科大学三博脑科医院
436,高大宽,空军军医大学西京医院
437,张鸿祺,首都医科大学宣武医院
438,陈胜云,首都医科大学三博脑科医院
439,周忠清,首都医科大学三博脑科医院
440,王君,解放军总医院
440,王君,北京回龙观医院
441,黄亚波,苏州大学附属第一医院
442,赵鹏,齐鲁医院
443,刘方军,首都医科大学三博脑科医院
444,尤永平,江苏省人民医院
445,李学军,华中科技大学同济医学院附属同济医院
445,李学军,中南大学湘雅医院
446,管凤增,首都医科大学宣武医院
447,吴浩,首都医科大学宣武医院
447,吴浩,宣武医院
448,范竟-,北京儿童医院
449,刘乐洪,重庆三博长安医院
450,孙振兴,清华长庚医院
451,江涛,首都医科大学附属北京天坛医院
451,江涛,（首都医科大学附属北京天坛医院
452,孙永兴,首都医科大学三博脑科医院
453,石广志,首都医科大学附属北京天坛医院
453,石广志,石广志首都医科大学附属北京天坛医院
454,赵磊,首都医科大学宣武医院
455,张云馨,首都医科大学三博脑科医院
455,张云馨,三博脑科医院
456,徐仲煌,北京协和医院
457,岳剑宁,首都医科大学宣武医院
457,岳剑宁,宣武医院
458,杨海峰,首都医科大学三博脑科医院
459,姚勇,北京协和医院
460,毕智勇,首都医科大学附属北京天坛医院
461,李茗初,首都医科大学宣武医院
462,赵澎,首都医科大学附属北京天坛医院
463,李欢,首都医科大学附属北京天坛医院
463,李欢,成都丝缘植发医院
464,蔡虹,北京医院
465,薛文英,首都医科大学附属北京世纪坛医院
465,薛文英,北京世纪坛医院
466,骆金铠,首都医科大学附属北京友谊医院
467,王仲,清华长庚医院
468,崔伟华,首都医科大学附属北京天坛医院
469,王轩,天津市环湖医院
470,李春德,首都医科大学附属北京天坛医院
471,张荣,复旦大学附属华山医院
472,陈胜利,山西省人民医院
472,陈胜利,王峰大连医科大学附属第一医院
473,吴陈兴,首都医科大学三博脑科医院
474,舒虹,昆明市儿童医院
475,杨琳,江西省儿童医院
475,杨琳,西安交通大学第二附属医院
476,吴艳芝,郑州大学第五附属医院
477,王纪文,上海交通大学附上海儿童医学中心
477,王纪文,上海交通大学附属上海儿童医学中心
478,高峰,重庆医科大学附属儿童医院
478,高峰,西京皮肤医院
479,季涛云,浙江大学医学院附属儿童医院
479,季涛云,北京大学第一医院
480,黄志,北京大学第一医院
481,周超然,四川省人民医院
482,李花,广东三九脑科医院
483,郭虎,南京医科大学附属儿童医院
483,郭虎,南京市儿童医院
484,王晓慧,首都医科大学附属儿童医院
484,王晓慧,厦门大学附属中山医院
485,孔程,深圳市人民医院
486,徐菲,中山大学肿瘤防治中心
487,王玉琳,秦皇岛市第一医院
488,蒋子栋,北京协和医院
489,杨晓东,瑞金医院
490,曹子昂,上海交通大学医学院附属仁济医院
490,曹子昂,附属仁济医院
491,相加庆,复旦大学附属肿瘤医院
492,钱晓哲,附属仁济医院
493,王江峰,中国科学院大学，附属肿瘤医院
494,尹俊,附属中山医院
494,尹俊,复旦大学附属中山医院
494,尹俊,复旦大学附中山医院
495,张军华,附属肿瘤医院
496,车嘉铭,附属瑞金医院
497,阮征,上海市第一人民医院
498,杨立伟,河北医科大学第四医院
498,杨立伟,大连市中心医院
499,岑浩锋,宁波鄞州区第二医院
500,郭天兴,福建省立医院
501,马冬捷,北京协和医院
502,李利,四川大学华西医院
502,李利,华西医院
503,周城,北京大学人民医院
503,周城,复旦大学附属华山医院
504,邹和建,复旦大学附属华山医院
505,张健,珠江医院
506,李明,医学院校附属医院
506,李明,上海交通大学医学院附属新华医院
506,李明,中国科学院昆明动物研究所
506,李明,复旦大学附属中山医院
506,李明,新华医院
507,杨红玉,美国印第安纳圣文森特医学中心
507,杨红玉,美国StVincent医院
507,杨红玉,美国圣玛丽医院
508,郑松,中国医科大学附属第一医院
508,郑松,杭州市肿瘤医院
509,王拥军,首都医科大学附属北京天坛医院
509,王拥军,国家质量控制中心
509,王拥军,天坛医院
509,王拥军,附属北京天坛医院
509,王拥军,北京天坛医院
510,马长生,首都医科大学附属北京安贞医院
511,郑晓欢,佛山市南海区人民医院
512,孔祥君,天津市中医药研究院附属医院
512,孔祥君,中医药研究院附属医院
512,孔祥君,天津长征医院
513,郭树章,天津市第三中心医院
514,鲁扬,余姚人民医院
515,金岩,舟山医院
515,金岩,浙江大学舟山医院
516,吴良远,宁海城关医院
517,郭庆,中山大学孙逸仙纪念医院
518,翁智胜,广州医科大学附属第三医院
519,曾凡钦,中山大学孙逸仙纪念医院
520,曾抗,南方医科大学南方医院
521,韩建,中山大学附属第一医院
522,张振颖,香港大学深圳医院
523,汪芳,北京医院
524,秦万章,上海市红斑狼疮研究协作中心
524,秦万章,复旦大学附属中山医院
525,赵宁辉,昆明医科大学第二附属医院
526,孙伯民,昆明医科大学第二附属医院
526,孙伯民,随瑞金医院
526,孙伯民,上海瑞金医院
527,施国林,附属瑞金医院
528,李斌,上海中医药大学附属岳阳中西医结合医院
528,李斌,新疆维吾尔自治区中医医院
528,李斌,上海中医药大学附属岳阳医院
528,李斌,中国人民解放军总医院
528,李斌,天津医科大学肿瘤医院
528,李斌,上海岳阳医院
528,李斌,复旦大学附属中山医院
528,李斌,岳阳中西医结合医院
528,李斌,上海中医药大学附属岳阳中西结合医院
528,李斌,上海中医药大学皮肤病研究所
528,李斌,武汉雷神山医院
529,姚喻,复旦大学附属华山医院
530,袁圆,省城大医院
531,赵静,上海复旦大学附属闵行医院
531,赵静,上海市肺科医院
532,姜树强,空军总医院
533,姜大侠,空军总医院
534,陆云涛,南方医科大学南方医院
535,储卫华,陆军军医大学第一附属医院
536,陈春美,福建医科大学附属协和医院
537,李建民,广西医科大学第三附属医院
538,李永振,广西壮族自治区亭凉医院
539,吴艳,北京大学第一医院
539,吴艳,温州市中心医院
539,吴艳,上海交通大学医学院附属瑞金医院
540,刘晓辉,江区中心医院
541,张黎,北京中日友好医院
541,张黎,张黎中日友好医院
542,唐寅达,上海交通大学医学院附属新华医院
543,鲍圣德,北京大学附属第一医院
544,霍小东,天津医科大学第二医院
545,张新,复旦大学附属中山医院
546,吴开良,复旦大学附属肿瘤医院
547,潘志杰,浙江大学医学院附属第一医院
547,潘志杰,附属第一医院
548,李春,复旦大学附属中山医院
548,李春,附属中山医院
549,刘红霞,新疆自治区中医院
549,刘红霞,新疆维吾尔自治区中医医院
549,刘红霞,新疆医科大学附属中医医院
549,刘红霞,新疆维吾尔族自治区中医医院
550,张春敏,山东大学第二医院
551,陶诗沁,无锡市第二人民医院
552,陈首龙,随县融媒体中心
553,陈佳琦,浙江大学医学院附属第二医院
554,刘安文,南昌大学第二附属医院
554,刘安文,南昌大学附属第二医院
555,胡洁,复旦大学附属中山医院
555,胡洁,胡洁复旦中山医院
555,胡洁,附属中山医院
556,王爽,北京大学第一医院
556,王爽,浙江大学医学院附属第一医院
556,王爽,癫病中心
556,王爽,浙江大学医学院附属第二医院
556,王爽,浙江大学第二医院
557,刘永红,空军军医大学西京医院
558,陈子怡,中山大学附属第一医院
558,陈子怡,深圳市儿童医院
559,尹剑,复旦大学附属华山医院
560,梁树立,北京儿童医院
560,梁树立,首都医科大学北京儿童医院
561,谢涵,北大第一医院
562,刘焱,北京医院
563,贾大成,北京急救中心
564,艾星浩,上海交通大学附属胸科医院
564,艾星浩,上海市胸科医院
564,艾星浩,泡科医院
565,刘慧敏,山西医科大学第二医院
566,郁金泰,复旦大学附属华山医院
566,郁金泰,郁金泰复旦大学华山医院
566,郁金泰,复旦大学华山医院
567,左传涛,复旦大学附属华山医院
568,陶娟,四川大学华西医院
568,陶娟,武汉协和医院
568,陶娟,附属协和医院
568,陶娟,华中科技大学附属协和医院
568,陶娟,同济医学院附属协和医院
568,陶娟,华中科技大学同济医学院附属协和医院
568,陶娟,华中科技大，附属协和医院
569,崔勇,中日医院
569,崔勇,国家卫生计生委中日医院
569,崔勇,中日友好医院
569,崔勇,国家卫生健康委员会中日友好医院
570,刘玲玲,北京大学第一医院
571,康晓静,新疆维吾尔自治区人民医院
571,康晓静,新疆自治区人民医院
572,李新华,山东省千佛山医院集团无棣医院
572,李新华,太原市中心医院
573,薛蕴菁,福建医科大学附属协和医院
574,万苗坚,中山大学附属第三医院
575,陈柳青,武汉市第一医院
575,陈柳青,武汉市第一人民医院
575,陈柳青,陈柳青中市第医院
576,张良,武汉市第一医院
577,王伟,山东省胸科医院
577,王伟,四川大学华西医院
578,邵震宇,山东省胸科医院
579,李新,山东大学齐鲁医院
579,李新,李新山东省公共卫生临床中心
580,张维全,山东大学第二医院
581,王栋,滨州医学院附属医院
582,刘建伟,山东省立医院
583,殷蓓蓓,山东第一医科大学第一附属医院
584,李林,山东大学齐鲁医院
585,傅兆庆,山东中医药大学附属医院
586,冯虹,山东省立医院
587,邓军,重庆玛恩皮肤医疗美容医院
587,邓军,重庆玛恩皮肤医院
587,邓军,重庆玛恩医院
587,邓军,重庆玛恩皮肤美容医院
587,邓军,邓军|重庆玛恩皮肤美容医院
588,张量仁,山东第一医科大学附属皮肤病医院
589,王宗师,复旦大学附属华山医院
590,徐金华,复旦大学附属华山医院
590,徐金华,复旦大学华山医院
590,徐金华,金华华山医院
590,徐金华,徐金华复旦大学华山医院
591,尤光贤,上海市胸科医院
592,陈葵,首都医科大学附属北京友谊医院
592,陈葵,北京友谊医院
593,周洪语,上海交大附属仁济医院
593,周洪语,上海交通大学医学院附属仁济医院
594,郁莉斐,复旦大学附属儿科医院
594,郁莉斐,附属瑞金医院
595,景年财,吉林省肿瘤医院
596,杨宏,内蒙古自治区人民医院
597,李明晶,吉林省肿瘤医院
598,俞康龙,复旦大学附属中山医院
599,赵木匠,上海交通大学附属第一医院
600,徐禹,武汉大学中南医院
